f1,f2,f3,f4,f5,f6,f7,f8,m_or_b
5,7,5,4,5,4,3,2,0
2,1,3,2,4,3,4,11,0
1,2,1,2,4,3,2,2,0
2,5,8,2,8,7,3,16,0
1,7,7,5,8,7,10,24,0
4,3,1,2,4,3,3,13,0
1,0,6,3,2,2,2,0,0
8,12,23,9,9,8,10,129,0
1,5,12,5,5,4,4,6,0
1,12,8,3,6,6,2,8,0
1,1,1,2,1,1,0,2,0
1,1,1,2,1,1,0,2,0
2,0,1,2,1,1,2,0,0
2,5,2,2,8,7,9,34,0
1,3,3,2,3,2,4,11,0
4,3,11,2,5,4,2,5,0
1,5,1,2,7,6,6,15,0
2,3,6,3,8,7,5,30,0
3,6,1,2,7,7,6,10,0
1,2,1,2,4,3,2,2,0
2,2,26,4,2,1,4,21,0
2,5,17,2,9,8,8,10,0
5,11,13,3,7,6,5,8,0
2,0,1,2,7,7,6,3,0
2,4,9,6,4,3,4,2,0
1,8,13,5,6,5,5,62,0
4,10,3,2,8,7,9,11,0
5,7,17,2,5,4,6,12,0
2,3,10,2,5,4,7,18,0
3,7,4,2,9,8,11,35,0
1,2,3,2,3,2,4,8,0
3,5,6,2,5,4,4,10,0
1,3,8,5,5,4,3,14,0
1,1,3,2,3,2,2,11,0
2,5,3,2,7,6,8,33,0
1,3,3,3,5,5,3,6,0
2,3,2,2,2,1,3,4,0
1,4,5,2,5,4,2,11,0
8,12,23,9,9,8,10,129,0
4,9,6,4,6,5,1,0,0
8,12,23,9,9,8,10,129,0
4,5,4,2,5,4,3,13,0
4,17,18,15,13,12,9,23,0
2,2,1,2,3,2,1,2,0
7,4,2,2,5,4,4,12,0
3,3,12,3,6,5,8,47,0
3,6,5,6,7,6,6,66,0
6,10,37,5,7,6,7,63,0
5,14,28,9,10,9,8,23,0
6,12,19,2,8,7,6,48,0
1,1,1,2,1,1,1,0,0
4,2,2,2,4,3,4,21,0
2,2,2,2,4,3,4,14,0
1,7,3,2,6,5,5,26,0
8,7,3,2,8,7,7,42,0
2,5,40,8,2,2,6,0,0
5,3,2,6,5,4,4,32,0
2,5,2,2,7,6,7,40,0
4,4,4,2,6,5,6,15,0
4,11,5,4,6,5,4,13,0
1,0,1,2,0,0,0,2,0
2,6,6,3,5,4,5,11,0
3,5,1,2,5,4,3,8,0
2,1,1,2,2,1,4,4,0
2,2,5,2,3,2,3,21,0
1,0,2,2,0,0,1,0,0
3,3,5,5,3,2,4,52,0
2,2,2,2,4,3,3,6,0
3,15,7,3,10,9,10,18,1
2,5,3,2,8,7,7,9,0
3,14,6,7,11,10,8,100,0
2,7,8,3,14,13,12,122,0
3,5,21,4,8,7,7,55,0
2,2,2,2,3,2,3,8,0
1,1,2,2,1,1,0,0,0
3,5,5,2,7,6,4,26,0
9,13,8,2,9,8,6,3,0
2,1,6,2,4,3,2,11,0
7,12,53,3,7,6,6,40,0
4,9,1,2,1,1,0,2,0
4,2,4,2,5,4,5,33,0
4,4,2,2,5,4,4,26,0
2,6,3,2,5,4,6,8,0
5,7,53,9,6,5,6,26,0
1,1,1,2,1,1,0,6,0
1,6,6,6,5,4,5,4,0
1,0,1,2,0,0,0,0,0
3,5,3,2,4,3,2,11,0
2,4,3,3,4,3,4,0,1
6,10,32,5,8,7,7,55,0
1,0,1,2,1,0,1,11,0
2,2,2,4,2,2,2,3,0
2,3,2,2,1,1,1,0,0
3,8,1,2,6,5,9,84,0
1,3,2,2,4,3,4,10,0
2,2,4,2,2,1,1,4,0
8,10,17,5,8,7,8,20,0
1,5,1,2,11,10,9,12,0
2,0,1,2,1,1,0,0,0
8,9,4,2,6,5,3,8,0
3,8,10,5,8,7,9,48,0
5,22,46,4,14,13,10,51,0
0,5,2,4,7,6,8,11,0
2,4,6,2,7,6,8,30,0
3,2,1,2,3,2,2,13,0
1,3,1,2,4,3,3,19,0
1,2,4,2,2,2,2,0,0
3,2,2,2,5,4,2,6,0
1,4,1,3,3,3,2,4,0
6,10,19,4,4,4,4,7,0
2,3,2,2,4,3,5,11,0
2,2,2,2,3,3,3,7,0
1,0,1,2,0,0,0,0,0
2,0,2,2,0,0,2,0,0
6,9,24,2,5,4,6,2,0
2,5,3,3,5,5,4,15,0
6,10,32,5,8,7,7,55,0
2,5,10,3,5,4,2,28,0
4,9,3,2,5,4,3,4,0
2,0,4,2,0,0,1,0,0
4,4,1,2,3,2,3,21,0
1,1,1,3,0,0,0,0,0
5,4,1,2,8,7,5,20,0
6,13,16,6,14,13,17,130,1
1,4,6,2,3,2,4,9,0
3,9,9,3,7,6,3,2,0
1,2,5,2,3,2,3,11,0
4,2,6,3,5,5,4,2,0
3,3,5,2,5,4,7,104,0
2,6,7,2,5,4,7,37,0
6,25,5,3,9,8,7,27,1
5,6,1,3,5,4,4,9,0
5,12,24,2,2,2,3,9,0
4,4,11,2,5,4,8,35,0
3,4,3,2,2,2,4,5,0
1,2,5,6,5,4,4,2,0
1,5,9,4,9,8,9,120,0
3,4,2,2,4,3,1,5,0
1,1,1,2,1,1,0,0,0
2,1,2,4,4,3,5,15,0
5,6,3,2,3,3,4,24,0
2,0,2,2,2,1,0,0,0
2,5,1,2,6,5,4,6,0
2,3,1,2,7,6,6,13,0
3,12,1,5,0,0,2,0,0
1,4,7,2,7,6,7,13,0
2,2,2,2,9,9,7,0,0
1,0,2,2,0,0,0,0,0
1,20,45,14,15,14,8,14,0
3,5,14,2,4,4,3,9,0
9,15,12,7,12,11,11,222,0
1,3,3,0,4,3,2,19,0
2,11,9,8,7,6,4,17,0
1,0,1,2,0,0,0,0,0
2,2,1,2,4,3,2,11,0
1,0,1,2,2,1,0,5,0
3,6,20,2,6,6,3,3,0
1,0,4,2,1,1,1,0,0
2,2,1,2,4,3,2,20,0
1,0,5,2,0,0,0,0,0
4,3,4,4,4,3,4,21,1
1,1,1,2,9,8,7,0,0
2,3,2,2,3,2,5,11,0
4,4,13,2,3,2,3,7,0
4,5,1,2,5,4,3,13,0
5,24,9,8,10,9,6,23,1
5,9,5,2,9,8,8,42,0
1,4,1,2,6,5,5,12,0
2,4,8,2,4,3,5,7,0
2,2,2,3,4,3,3,6,0
2,6,3,6,7,6,9,19,0
1,0,1,2,0,0,1,0,0
1,2,2,2,7,6,4,22,0
1,0,2,2,0,0,1,0,0
5,11,21,2,7,6,6,42,0
6,10,16,4,7,6,9,56,0
5,3,7,5,3,2,4,5,0
1,0,1,2,1,0,1,4,0
3,3,4,2,6,5,6,9,0
1,1,1,2,1,1,2,4,0
1,3,2,2,6,5,4,6,0
1,0,1,2,0,0,0,0,0
2,4,1,2,1,1,2,0,1
4,5,1,2,5,4,3,6,0
3,4,8,3,10,9,9,9,0
2,2,4,2,2,1,3,7,0
2,2,8,2,3,2,3,6,0
5,8,8,3,9,8,8,18,0
1,2,3,5,2,2,1,12,0
3,3,6,2,7,6,11,30,0
3,5,1,2,5,4,4,17,0
1,1,4,2,3,2,2,17,0
4,5,16,3,4,3,2,9,0
1,8,4,3,7,6,6,10,0
4,2,2,4,3,2,1,9,0
6,6,7,5,13,12,9,89,0
1,7,2,5,6,5,4,0,0
3,2,1,2,3,2,1,9,0
2,3,5,2,5,4,6,8,0
3,20,9,4,10,9,5,15,1
2,9,6,7,5,4,3,0,1
1,4,10,12,6,5,5,0,0
1,1,3,2,3,2,4,11,0
2,3,3,2,6,5,10,26,0
1,3,2,3,3,3,1,2,0
4,4,16,3,6,5,7,41,0
2,5,22,2,9,8,9,75,0
3,2,2,2,2,1,1,3,0
1,0,1,3,2,1,4,0,0
3,5,5,2,3,3,3,2,0
5,6,2,4,4,3,7,10,0
1,1,1,2,1,1,1,0,0
3,6,7,2,6,5,6,70,0
1,3,5,2,5,4,2,11,0
1,2,2,2,3,2,3,13,0
1,0,1,2,0,0,0,2,0
2,2,9,2,3,2,3,9,0
4,8,22,2,10,9,7,4,0
1,5,2,2,5,4,2,11,0
4,4,2,2,4,3,3,8,0
1,0,2,0,0,0,0,0,0
4,4,1,2,8,7,5,15,0
3,2,1,2,3,2,3,11,0
1,3,2,2,2,2,3,3,1
4,5,6,2,11,10,8,31,0
7,11,18,7,10,9,9,30,0
5,4,8,2,3,2,3,16,0
3,5,1,2,6,5,8,25,0
2,0,2,2,1,1,1,4,0
2,5,9,2,4,3,4,6,0
1,0,1,2,8,8,7,0,0
2,1,2,2,1,1,4,0,0
6,8,5,4,7,6,4,2,0
1,0,1,2,1,1,2,0,0
1,11,3,0,6,6,1,5,0
1,5,1,2,4,3,4,6,0
1,5,7,4,9,8,9,105,0
8,6,12,2,5,4,6,94,0
1,2,1,2,5,4,3,6,0
5,4,22,2,3,3,3,8,0
3,2,1,2,3,2,2,9,0
4,6,3,6,5,4,5,7,0
3,4,6,3,3,2,1,0,0
2,7,3,5,5,4,8,79,0
2,1,16,2,2,1,0,4,0
2,4,4,2,11,10,7,47,0
1,1,1,2,5,4,3,6,0
1,3,1,2,4,3,3,22,0
4,7,10,6,9,8,9,39,0
4,18,7,7,12,11,5,22,0
1,1,5,3,1,0,2,0,0
6,10,37,5,7,6,7,63,0
1,0,1,2,1,1,0,0,0
1,2,8,2,3,2,3,13,0
1,0,1,3,0,0,2,4,0
1,1,4,2,3,2,2,11,0
1,1,5,2,4,3,3,10,0
1,1,1,2,0,0,0,2,0
6,13,11,10,8,7,8,32,0
2,2,1,2,3,2,2,19,0
2,5,2,3,9,8,8,13,0
1,0,2,2,1,1,1,0,0
1,5,5,5,5,4,2,0,0
5,13,8,10,8,7,11,62,0
5,7,7,99,6,5,5,11,0
2,10,5,4,6,5,10,18,1
3,5,1,2,6,5,3,6,0
4,2,4,2,5,4,6,35,0
5,3,2,2,1,1,2,4,0
2,2,2,2,4,3,2,11,0
7,8,5,2,10,9,6,30,0
3,4,1,2,10,9,8,41,0
1,0,1,2,0,0,0,2,0
3,5,2,2,4,3,4,14,0
2,2,1,2,3,2,3,6,0
1,5,5,6,8,7,7,8,0
1,0,0,0,5,4,5,0,0
5,24,9,8,9,8,8,27,1
1,1,1,2,1,1,0,0,0
2,2,3,2,5,4,5,20,0
1,2,4,2,3,2,2,2,0
1,2,1,2,5,4,4,28,0
2,3,8,2,5,4,3,6,0
4,17,10,11,5,4,5,7,1
2,2,1,2,5,4,2,40,0
2,2,10,2,3,3,2,0,0
2,8,1,2,9,8,8,18,0
2,2,1,2,3,2,3,6,0
4,6,2,2,7,6,7,57,0
2,4,1,2,5,4,6,12,0
3,5,1,2,5,4,4,20,0
2,7,16,2,6,5,4,0,0
3,7,8,6,7,6,8,48,0
2,2,9,2,4,3,2,23,0
6,12,22,6,10,9,9,79,0
7,12,14,6,9,8,7,80,0
2,4,1,2,6,5,5,7,0
1,2,4,2,5,4,2,11,0
2,7,4,2,7,6,5,26,0
1,1,3,0,2,1,1,0,0
1,1,19,2,3,2,3,11,0
3,4,8,3,10,9,9,9,0
3,6,1,2,7,7,6,10,0
4,2,6,2,4,3,2,11,0
3,3,1,2,2,2,1,6,0
7,25,19,3,12,11,8,9,1
4,3,2,2,4,3,3,2,0
4,14,5,4,5,4,3,11,0
1,1,6,4,2,1,1,6,0
2,3,1,2,3,2,2,19,0
2,0,2,2,0,0,1,0,0
6,5,8,2,9,8,5,55,0
1,0,5,6,2,1,1,0,0
6,10,6,3,9,8,7,21,1
3,5,21,4,8,7,7,55,0
3,3,2,2,2,2,3,0,0
6,7,3,2,9,8,10,26,0
4,8,4,2,8,7,7,29,0
8,12,23,9,9,8,10,129,0
2,7,4,2,7,6,5,26,0
2,2,3,3,3,2,4,6,0
2,6,11,2,6,5,5,16,0
2,7,4,2,7,6,5,26,0
6,25,9,3,12,11,9,89,1
4,4,18,2,6,5,7,13,0
1,2,1,2,2,2,1,2,0
3,9,5,5,10,9,9,59,0
4,8,3,4,6,5,8,51,0
4,5,1,2,5,4,4,15,0
5,7,1,2,5,4,7,19,0
2,4,1,2,3,3,3,0,0
2,5,1,2,5,4,3,0,0
3,4,1,2,10,9,7,20,0
2,3,2,2,2,2,2,0,0
2,1,6,2,1,0,3,0,0
3,3,2,2,2,2,2,14,0
4,9,17,3,5,4,3,9,0
5,13,26,6,11,10,4,6,0
7,9,5,5,5,4,6,44,0
3,3,5,2,4,3,4,9,0
5,15,16,11,13,12,8,21,0
1,4,3,2,4,3,3,11,0
1,1,4,3,2,2,0,0,0
1,2,2,2,3,3,3,2,0
1,2,1,2,4,3,3,6,0
2,2,1,2,13,12,8,54,0
2,3,1,2,6,5,5,16,0
2,3,1,2,7,6,7,32,0
1,2,1,2,2,2,1,2,0
5,7,1,2,5,4,7,19,0
2,9,4,4,4,3,3,5,1
1,5,1,2,6,5,6,3,0
3,3,2,2,4,3,2,11,0
1,2,1,2,3,2,3,6,0
2,4,2,2,4,4,3,7,0
1,1,4,2,3,2,2,33,0
2,5,1,4,9,8,8,26,0
1,0,5,3,2,1,1,0,0
2,1,2,2,3,2,1,6,0
2,3,1,2,3,2,1,0,0
1,1,8,2,0,0,2,0,0
4,11,4,4,9,9,7,4,0
1,3,7,9,8,7,8,72,0
1,1,1,2,3,2,4,11,0
8,15,11,13,12,11,8,42,0
4,4,1,2,4,3,2,1178,0
1,1,5,2,0,0,0,0,0
3,8,2,2,6,5,5,17,1
4,7,9,3,10,9,10,23,0
6,8,1,2,7,6,6,12,0
1,0,3,2,0,0,0,2,0
2,9,6,10,6,5,5,9,0
5,7,5,5,5,4,2,4,0
1,2,3,2,4,3,2,13,0
2,4,5,2,5,4,3,21,0
5,9,3,2,10,9,8,48,0
3,5,1,2,8,7,7,9,0
1,5,2,2,5,4,6,43,0
5,9,1,4,8,7,5,23,0
6,5,2,2,3,3,2,0,0
2,1,3,2,1,1,1,0,0
5,10,26,5,10,9,7,0,0
1,1,2,2,4,3,4,9,0
4,6,1,2,8,7,5,9,0
3,4,16,2,2,2,2,17,0
7,6,25,2,4,3,7,36,0
2,7,14,4,9,8,6,12,0
1,3,7,6,4,3,9,0,1
2,4,12,4,8,7,6,25,0
3,4,13,2,4,4,5,19,0
1,4,1,2,4,3,3,6,0
2,6,13,4,7,6,6,53,0
5,10,12,4,8,7,7,10,0
2,3,4,2,4,3,3,17,0
4,18,12,11,4,3,4,6,1
1,3,5,2,4,3,3,2,0
7,8,1,2,6,5,4,6,0
5,10,51,11,8,7,9,131,0
4,6,10,3,6,5,8,35,0
7,5,3,4,7,6,5,16,0
2,1,1,2,2,1,0,3,0
2,7,3,2,9,8,7,10,0
1,4,5,2,4,3,3,27,0
2,2,6,2,1,1,1,2,0
4,3,5,2,3,2,2,11,0
4,5,33,2,5,4,6,19,0
4,5,1,2,7,6,6,23,0
3,7,1,2,4,3,5,23,0
2,2,1,2,3,2,3,13,0
6,9,7,2,9,8,11,64,0
2,2,1,2,3,2,3,6,0
1,3,5,2,7,6,3,11,0
4,5,1,2,10,9,3,0,0
1,1,4,2,3,2,2,2,0
6,9,2,6,5,4,6,33,0
9,14,1,2,9,8,9,7,0
6,4,5,2,3,2,4,62,0
1,2,2,2,3,2,4,13,0
1,0,14,2,1,1,0,2,0
6,5,9,3,4,3,3,45,0
1,0,4,2,1,0,1,2,0
1,3,1,2,3,2,4,6,0
2,9,7,2,11,10,10,26,0
1,7,3,2,6,5,5,26,0
1,1,3,4,2,2,2,3,0
1,2,4,2,4,3,2,11,0
4,9,1,2,6,6,3,3,0
1,2,2,2,3,2,4,6,0
1,1,0,0,3,3,4,0,0
1,2,5,3,3,2,3,35,0
1,7,3,2,6,5,5,26,0
2,6,10,10,6,5,3,30,0
2,1,1,2,3,2,3,11,0
2,1,1,2,5,4,2,8,0
5,7,5,3,9,8,8,41,0
7,13,5,5,11,10,11,42,1
2,2,10,2,6,5,5,19,0
2,7,4,2,7,6,5,26,0
2,3,3,3,5,4,3,3,0
5,4,6,2,3,3,2,2,0
2,2,1,2,3,2,2,4,0
1,2,5,3,2,1,1,0,0
4,2,3,2,4,3,1,13,0
8,6,12,2,5,4,6,94,0
3,4,2,2,6,5,2,4,0
2,1,1,2,2,2,2,3,0
2,1,7,2,3,2,2,11,0
1,3,2,2,2,2,3,3,1
4,5,2,2,8,7,8,43,0
2,2,1,2,3,2,3,16,0
2,5,1,2,5,4,3,2,0
7,5,2,2,4,3,2,2,0
3,14,16,8,11,10,7,82,0
1,5,1,2,4,3,4,6,0
1,1,1,2,1,1,0,8,0
2,2,2,2,3,3,3,7,0
2,2,1,2,2,2,3,7,0
7,9,5,5,5,4,6,44,0
1,2,1,2,5,4,4,28,0
2,0,1,2,1,1,0,0,0
3,5,15,3,9,8,8,41,0
1,1,5,3,5,4,5,4,0
3,10,1,2,8,7,7,77,0
1,4,3,2,4,3,3,11,0
2,4,2,2,7,6,5,12,0
3,6,8,2,12,11,7,29,0
2,1,2,2,1,1,2,2,0
2,21,56,10,9,8,11,22,0
2,1,22,5,3,2,5,51,0
1,5,13,4,9,8,8,56,0
3,5,1,2,3,3,6,2,0
2,3,4,2,2,2,2,12,0
5,7,1,2,5,4,7,19,0
3,5,1,2,7,6,6,12,0
3,7,11,3,6,5,6,10,0
2,3,9,6,6,5,9,25,0
8,12,7,2,9,8,10,52,0
3,2,1,2,5,4,4,15,0
3,3,1,2,6,5,4,0,0
2,1,2,2,4,3,3,2,0
4,5,9,4,8,7,4,10,0
4,7,12,6,8,7,8,30,0
1,2,5,2,2,1,3,11,0
1,1,1,2,1,1,0,2,0
3,5,1,2,5,4,4,17,0
3,4,2,2,5,4,4,11,0
4,5,3,4,5,4,5,49,0
3,5,10,2,6,5,8,29,0
3,4,14,2,7,6,8,35,0
1,0,1,0,0,0,0,0,0
6,11,11,3,7,6,8,32,0
3,16,13,7,11,10,7,20,0
2,5,10,2,8,7,9,51,0
3,6,20,2,6,6,3,3,0
1,3,1,2,6,5,2,9,0
1,1,2,2,1,1,1,0,0
4,3,14,3,3,2,4,21,0
1,10,3,2,3,2,4,11,0
4,6,13,2,7,6,6,8,0
1,2,2,2,7,6,4,22,0
3,4,6,2,5,4,5,11,0
1,5,2,2,4,3,3,6,0
1,0,1,2,0,0,0,0,0
2,10,6,2,10,9,8,11,0
2,3,1,2,4,4,2,4,0
2,3,1,2,2,2,3,0,0
2,4,5,2,6,5,6,2,0
1,0,2,2,1,1,0,3,0
3,6,10,4,6,5,9,13,0
6,7,2,2,6,5,4,11,0
5,7,8,2,7,6,6,68,0
2,5,1,2,5,4,5,6,0
7,26,8,6,18,17,7,37,0
1,0,14,2,2,1,1,0,0
1,2,5,2,3,2,2,12,0
3,6,1,2,10,9,8,8,0
4,5,11,9,5,4,6,27,0
1,4,3,2,4,3,3,11,0
1,0,1,2,0,0,0,3,0
1,4,5,2,6,5,5,15,0
2,4,3,3,4,3,4,0,1
8,12,16,6,10,9,7,132,0
2,2,3,3,3,2,4,6,0
3,8,1,2,9,8,8,10,0
6,6,13,6,9,8,7,57,0
1,8,13,6,3,2,5,2,0
1,1,3,2,3,2,4,11,0
4,3,5,2,2,2,1,4,0
1,7,3,2,6,5,5,26,0
1,6,3,2,7,6,4,10,0
4,3,7,2,5,4,6,27,0
1,0,1,2,0,0,0,2,0
3,6,6,3,8,7,8,36,0
8,6,12,2,5,4,6,94,0
2,2,1,2,3,2,2,21,0
6,4,3,2,2,2,3,37,0
2,2,7,4,5,4,6,27,0
5,20,18,9,8,7,2,11,0
1,1,0,2,0,0,0,0,0
8,18,11,5,7,6,3,0,1
3,21,39,19,14,13,5,14,0
1,2,6,6,1,1,3,0,0
1,4,8,4,8,7,10,76,0
4,4,3,3,3,2,4,11,0
4,10,7,4,8,7,7,31,0
1,5,1,2,4,3,4,6,0
5,7,1,2,1,1,0,2,0
2,7,5,5,4,3,5,0,1
2,6,5,2,9,8,12,55,0
2,0,2,2,0,0,0,0,0
3,14,7,2,3,3,2,2,0
2,3,4,2,4,3,4,12,0
2,2,7,3,2,1,1,0,0
1,1,3,0,2,1,0,2,0
6,9,24,2,6,5,6,2,0
2,0,1,4,0,0,0,2,0
1,2,1,2,1,1,0,2,0
3,1,13,2,5,4,5,0,0
1,2,1,2,1,1,0,2,0
11,1,2,2,1,1,0,2,0
4,13,11,3,8,7,9,18,0
3,7,7,5,10,9,10,11,1
1,2,1,2,1,1,1,0,0
2,1,3,2,3,2,4,19,0
1,0,1,2,0,0,0,0,0
1,4,1,2,6,5,6,29,0
2,2,8,2,1,1,5,0,0
1,3,3,2,3,2,4,11,0
2,3,7,2,6,5,8,36,0
3,2,7,2,2,1,4,34,0
6,10,32,5,8,7,7,55,0
1,3,2,2,7,6,7,12,0
2,3,1,2,13,12,8,44,0
3,3,23,2,4,3,4,14,0
1,0,2,2,0,0,0,0,0
6,9,24,2,6,5,6,2,0
7,12,104,6,8,7,8,52,0
5,3,18,2,5,4,5,30,0
3,4,8,2,6,5,6,16,0
2,3,9,2,9,8,7,50,0
1,0,0,0,0,0,0,0,0
2,1,2,2,1,1,0,3,0
3,25,4,5,8,7,6,2,0
2,7,3,5,6,5,4,6,0
4,5,2,6,6,5,2,16,0
3,4,4,2,8,7,6,49,0
2,1,2,2,2,2,4,4,0
2,0,1,2,1,1,0,0,0
3,11,1,2,4,4,5,0,0
1,1,2,2,1,1,1,14,0
2,4,9,6,4,3,4,2,0
3,4,1,2,4,3,5,6,0
3,5,1,2,5,4,4,17,0
3,5,3,3,2,2,3,0,0
3,11,16,8,14,13,12,14,0
7,9,5,5,5,4,6,44,0
4,7,5,2,10,9,6,43,0
1,1,1,2,4,3,3,11,0
2,2,1,2,4,3,2,11,0
1,3,1,2,6,5,2,9,0
2,2,3,4,4,3,2,13,0
1,4,3,2,12,11,7,15,0
2,2,2,2,5,4,3,6,0
2,0,1,2,1,1,0,0,0
1,3,2,2,2,2,2,0,0
1,4,1,2,6,5,6,29,0
1,2,1,2,1,1,0,2,0
1,1,1,2,1,1,2,2,0
1,4,9,2,7,6,5,28,0
10,15,13,3,10,9,9,9,0
1,4,1,3,4,3,2,2,0
1,0,1,2,0,0,1,0,0
2,4,6,2,2,2,3,6,0
1,1,5,7,2,1,1,0,0
1,5,12,2,6,5,7,30,0
2,3,2,2,4,3,4,22,0
2,6,17,2,14,13,11,87,0
2,0,2,2,3,3,4,0,0
1,0,3,3,0,0,0,0,0
1,1,1,2,3,2,2,9,0
6,10,32,5,8,7,7,55,0
1,4,3,2,4,3,4,28,0
6,10,37,5,7,6,7,63,0
2,9,4,4,4,3,3,4,1
2,1,4,3,3,2,2,11,0
5,5,2,2,5,4,5,13,0
1,19,9,8,5,4,5,4,0
2,10,6,5,7,6,7,0,1
4,5,6,2,4,3,5,16,0
1,2,3,2,3,3,2,5,0
2,4,5,2,7,6,6,4,0
3,10,19,7,10,9,5,113,0
2,3,2,2,7,6,7,30,0
11,23,82,42,14,13,9,37,0
1,4,4,6,5,4,3,2,0
1,4,5,5,4,3,2,0,0
3,5,3,2,2,1,3,2,0
1,1,2,2,1,1,0,6,0
2,2,16,10,6,5,3,0,0
1,2,4,2,1,1,0,8,0
2,3,1,2,4,3,4,16,0
2,4,5,2,6,5,10,9,0
1,2,10,2,2,2,3,21,0
8,12,11,9,6,5,5,114,0
6,5,9,3,4,3,3,45,0
2,1,1,2,2,1,1,42,0
1,7,3,2,6,5,5,26,0
1,1,2,2,0,0,1,0,0
4,8,5,2,6,5,3,19,0
3,14,7,14,9,8,6,20,0
2,7,4,8,4,3,4,8,0
2,2,2,2,4,3,2,11,0
3,5,43,7,6,5,7,22,0
3,4,1,5,9,9,7,0,0
2,3,2,2,2,2,3,0,0
4,10,3,2,12,11,6,25,0
4,7,5,2,10,9,6,48,0
1,1,1,2,1,1,2,33,0
4,12,17,5,9,8,3,2,0
2,3,3,2,3,2,2,12,0
5,26,11,4,10,9,6,35,1
3,5,1,2,5,4,4,20,0
4,4,3,2,3,2,3,11,0
2,4,8,3,5,4,4,0,0
2,2,1,2,3,2,2,21,0
3,15,2,7,10,9,6,12,1
5,12,18,6,11,10,10,38,0
3,4,1,5,5,5,4,54,0
3,1,3,2,1,1,0,2,0
2,3,7,2,6,5,7,28,0
8,12,23,9,9,8,10,129,0
3,3,1,2,3,2,2,19,0
8,22,11,5,15,14,5,4,0
1,1,1,2,1,1,0,2,0
1,7,4,5,6,5,5,0,0
2,3,8,3,4,3,4,2,0
1,2,6,2,3,2,2,12,0
1,1,13,2,4,3,2,11,0
2,0,3,0,2,1,1,2,0
1,2,2,2,0,0,1,0,0
1,0,2,2,3,2,1,0,0
5,8,8,4,6,5,4,11,0
1,5,5,5,5,4,2,0,0
1,0,3,0,0,0,0,0,0
5,6,27,3,6,5,2,17,0
2,2,1,2,4,3,3,8,0
2,3,6,2,6,5,5,8,0
1,1,3,2,3,2,3,11,0
1,0,3,2,0,0,0,0,0
2,4,2,2,3,2,3,6,0
1,6,5,9,7,6,7,22,0
1,1,2,2,2,2,2,0,0
2,6,4,3,8,7,7,7,0
6,9,21,2,10,9,11,62,0
4,5,5,2,10,9,6,42,0
2,3,1,4,8,7,5,19,0
2,1,2,2,3,2,2,11,0
1,1,1,2,1,1,0,7,0
2,2,1,2,1,1,0,2,0
2,4,1,2,2,2,3,6,0
1,2,10,2,4,3,2,13,0
1,1,1,2,4,3,4,26,0
2,3,1,2,4,3,3,16,0
3,4,8,4,7,6,4,25,0
1,0,3,2,0,0,0,0,0
3,4,2,2,4,3,5,16,0
1,3,17,2,2,2,3,4,0
2,4,1,2,7,6,5,15,0
4,5,5,2,6,5,7,37,0
2,1,2,2,3,2,2,11,0
1,4,6,2,3,3,4,0,0
5,6,2,6,5,4,4,6,0
4,6,1,2,9,9,7,0,0
1,4,1,3,3,3,2,4,0
1,4,4,4,3,2,4,8,0
4,19,6,5,1,1,0,0,1
2,11,3,5,11,10,10,19,1
3,3,6,2,4,3,3,6,0
2,4,1,2,0,0,2,0,1
3,9,19,9,6,5,8,33,0
2,0,1,2,1,1,0,0,0
3,6,19,7,7,6,9,47,0
1,2,5,2,3,2,2,12,0
1,1,3,2,3,2,2,11,0
3,9,6,3,8,7,9,6,1
9,8,3,4,6,5,6,20,0
2,10,4,4,13,12,8,33,0
3,6,20,2,6,6,3,3,0
2,2,1,2,0,0,0,0,0
4,5,5,5,9,8,11,16,0
3,4,2,2,6,5,2,4,0
2,4,3,2,3,2,4,8,0
1,5,9,5,6,5,6,23,0
5,8,5,2,11,10,7,43,0
5,8,14,3,11,10,9,33,0
1,1,2,2,2,2,1,2,0
2,4,20,6,7,6,5,30,0
1,1,1,2,3,2,1,11,0
2,10,13,6,10,9,8,133,0
1,0,2,2,0,0,1,6,0
2,2,1,2,3,2,2,13,0
1,0,1,2,0,0,0,2,0
6,7,6,2,4,3,6,26,0
1,1,1,2,1,1,0,2,0
2,0,4,2,1,1,1,0,0
5,9,8,4,6,5,4,27,0
5,5,3,2,6,5,3,17,0
1,1,1,5,2,1,4,18,0
8,16,11,4,10,9,9,57,0
3,9,3,6,9,8,7,41,0
1,2,1,2,1,1,0,0,0
2,3,5,2,3,2,5,13,0
1,3,1,2,4,3,3,19,0
1,0,1,2,0,0,0,0,0
2,2,1,2,2,2,1,0,0
4,5,1,2,5,4,3,6,0
2,1,2,2,1,1,0,3,0
2,2,1,2,4,3,3,0,0
2,1,1,2,13,12,8,42,0
1,7,10,5,8,7,10,27,0
3,3,3,2,5,4,2,23,0
2,5,4,3,3,2,2,0,0
2,4,4,2,5,4,3,10,0
7,5,2,2,6,5,5,8,0
7,9,5,5,5,4,6,44,0
2,1,2,3,1,1,2,4,0
7,25,7,4,9,8,7,20,1
1,1,1,2,3,2,0,2,0
3,3,15,2,5,4,5,37,0
1,0,6,2,1,0,2,4,0
2,6,28,2,7,6,8,32,0
6,8,1,2,4,3,3,20,0
2,2,8,2,4,3,4,19,0
2,1,1,2,13,12,8,44,0
3,5,3,2,4,3,3,8,0
2,4,2,2,5,4,3,16,0
