f1,f2,f3,f4,f5,f6,f7,f8,m_or_b
8,15,2,2,8,8,5,0,0
2,2,1,2,4,3,3,21,0
2,2,2,2,2,2,3,4,0
1,2,1,2,4,3,3,6,0
2,7,11,2,5,4,7,19,0
6,9,24,2,5,4,6,2,0
1,2,12,2,5,4,5,13,0
1,2,2,2,7,6,4,22,0
4,4,1,2,5,4,5,264,0
2,2,4,2,3,2,3,11,0
4,3,7,6,3,3,5,7,0
1,0,3,3,0,0,0,0,0
1,5,1,2,4,3,4,6,0
1,3,3,2,10,9,9,36,0
1,0,2,2,1,1,1,0,0
1,3,2,2,5,4,3,16,0
2,2,2,2,3,3,3,7,0
2,4,9,6,4,3,4,2,0
2,3,2,2,5,4,4,6,0
2,3,1,2,5,4,2,2,0
1,7,4,4,6,5,4,8,0
4,4,1,2,4,3,4,10,0
1,0,1,1,0,0,0,0,0
2,1,4,2,6,5,5,4,0
7,9,22,2,3,3,3,7,0
1,2,4,2,0,0,2,0,0
1,1,5,2,4,3,2,13,0
2,2,2,4,3,3,2,0,0
3,5,13,3,10,9,9,9,0
6,5,9,3,4,3,3,45,0
4,4,11,2,5,4,8,35,0
2,10,33,15,8,7,8,19,0
6,31,51,13,18,17,8,10,0
2,3,2,2,2,2,2,0,0
2,13,3,4,4,3,1,2,0
3,6,5,4,4,3,7,20,0
2,3,5,2,3,2,4,17,0
1,0,0,0,0,0,0,0,0
1,1,3,2,3,2,3,9,0
1,5,1,2,4,3,4,6,0
3,1,1,2,3,3,1,0,0
2,4,4,2,6,5,7,26,0
4,5,12,2,11,10,10,37,0
1,4,12,3,4,3,6,46,0
3,7,3,4,5,4,3,20,0
2,1,1,2,2,2,1,6,0
4,3,5,2,3,2,2,11,0
1,8,6,6,4,3,3,23,0
6,8,10,2,7,6,5,13,0
3,2,5,2,3,2,4,15,0
4,5,34,3,7,6,6,4,0
4,3,1,2,4,3,2,11,0
1,3,3,2,3,3,2,16,0
4,5,2,2,6,5,3,8,0
3,7,6,3,7,6,5,2,0
1,1,1,2,2,2,0,6,0
1,4,1,3,3,3,2,4,0
2,0,1,2,0,0,0,0,0
9,8,3,7,7,6,7,86,0
2,9,23,23,6,5,4,4,0
5,6,5,2,4,3,4,11,0
3,5,14,2,3,2,4,43,0
2,3,1,2,3,2,3,21,0
3,6,21,5,4,3,6,22,0
6,11,16,4,8,7,7,0,0
1,0,2,2,0,0,1,0,0
6,8,2,2,5,4,4,4,0
3,5,1,2,6,5,5,17,0
4,7,5,2,10,9,6,41,0
1,5,1,2,6,5,2,12,0
1,1,1,2,0,0,0,0,0
4,9,10,4,7,7,5,4,0
1,4,6,2,10,9,3,0,0
2,4,6,4,5,4,5,69,0
4,8,9,2,6,5,9,13,0
2,0,1,2,0,0,1,0,0
5,3,3,2,3,3,2,5,0
2,2,3,2,5,4,5,20,0
1,1,2,2,1,1,1,2,0
3,8,5,3,7,6,5,4,0
5,14,1,2,7,6,5,16,0
1,2,2,2,3,2,3,18,0
1,0,2,2,0,0,0,3,0
6,9,21,5,7,6,8,27,0
2,4,15,2,7,6,8,27,0
1,0,1,2,0,0,0,0,0
3,3,2,5,4,4,2,11,0
3,5,1,2,5,4,4,20,0
1,0,2,2,0,0,1,3,0
1,1,5,2,2,2,1,2,0
6,10,37,5,7,6,7,63,0
3,3,8,2,7,6,9,60,0
1,1,3,2,3,2,4,11,0
1,1,2,2,1,1,0,0,0
4,5,15,6,6,5,5,4,0
3,7,5,4,6,5,4,35,0
2,1,1,2,3,2,3,13,0
8,28,16,9,15,14,9,26,0
1,1,1,2,1,1,0,0,0
1,2,4,2,2,2,0,3,0
2,4,1,2,4,3,4,7,0
1,2,1,2,10,9,8,43,0
2,6,5,2,9,8,12,60,0
4,3,6,2,3,2,3,11,0
1,1,1,2,9,9,7,0,0
3,4,1,5,9,9,7,0,0
2,1,2,2,4,3,3,11,0
2,1,4,2,4,3,4,2,0
2,5,7,2,6,5,6,32,0
4,5,1,2,5,4,3,6,0
1,0,1,2,0,0,0,0,0
2,2,1,2,5,4,7,23,0
3,0,1,2,1,1,0,0,0
6,9,1,2,6,5,3,4,0
4,5,2,3,9,9,7,0,0
1,1,5,2,1,1,2,0,0
1,1,1,2,1,1,1,6,0
5,3,3,2,5,4,2,17,0
3,4,5,2,6,5,6,0,0
7,9,5,5,4,3,3,33,0
10,8,12,5,8,7,6,5,0
3,5,11,5,4,4,10,39,0
0,10,19,7,5,4,7,81,0
2,4,3,2,7,6,7,0,0
6,20,9,6,12,11,7,9,0
1,1,1,2,1,1,0,2,0
2,2,3,4,4,3,2,13,0
2,2,2,2,8,7,4,18,0
1,5,19,6,9,8,9,46,0
3,12,1,5,0,0,2,0,0
5,6,1,2,4,3,2,19,0
1,3,1,2,3,2,4,6,0
9,8,1,5,6,5,7,39,0
2,3,5,2,7,6,9,26,0
2,3,2,2,3,3,2,2,0
2,2,2,2,5,4,2,11,0
1,7,2,5,6,5,4,0,0
6,10,32,5,8,7,7,55,0
4,3,1,2,4,3,2,21,0
2,4,4,2,11,10,7,33,0
1,6,3,2,6,5,5,26,0
5,7,51,9,6,5,6,26,0
1,5,3,4,6,5,5,12,0
2,3,6,4,3,2,4,4,0
2,6,19,14,7,6,3,17,0
9,12,13,7,12,11,14,62,0
2,2,1,2,3,2,3,6,0
2,2,1,2,4,3,5,23,0
1,2,6,2,2,1,1,0,0
2,3,5,3,4,3,2,11,0
2,4,1,2,4,3,3,11,0
2,2,6,2,11,10,9,23,0
1,0,1,2,0,0,0,3,0
1,1,1,2,1,1,0,2,0
5,4,2,3,4,3,2,7,0
2,2,1,2,2,1,1,0,0
2,1,8,2,4,3,4,11,0
6,9,24,2,6,5,6,2,0
2,4,3,2,4,3,5,16,0
3,16,21,11,12,11,8,20,0
1,3,3,2,6,5,7,6,0
4,5,3,3,6,5,5,19,0
2,3,1,2,3,2,3,19,0
4,2,1,2,4,3,1,12,0
6,9,4,5,9,8,9,37,0
1,2,1,2,1,1,0,2,0
2,4,1,2,5,4,6,6,0
2,3,2,3,8,8,7,0,0
1,2,2,2,11,10,9,23,0
2,7,17,5,5,4,3,12,0
2,1,5,4,5,4,2,13,0
1,3,3,2,6,5,2,10,0
4,5,6,3,7,6,9,71,0
2,1,22,5,3,2,5,51,0
1,1,1,2,1,1,0,6,0
4,11,4,4,9,9,7,2,0
2,2,4,2,4,3,4,17,0
1,1,7,8,3,2,2,10,0
1,1,1,2,1,1,0,8,0
2,3,2,2,4,3,3,6,0
1,1,2,3,3,2,2,13,0
1,5,1,2,4,3,4,6,0
3,2,1,2,4,3,3,2,0
1,2,1,2,3,2,2,19,0
6,7,4,3,9,8,9,58,0
2,4,2,2,4,4,5,23,0
1,2,1,2,2,2,3,3,0
1,0,2,2,0,0,0,0,0
2,0,1,2,0,0,2,0,0
4,5,6,2,5,4,3,15,0
1,1,1,2,1,1,3,0,0
2,5,3,2,8,7,5,26,0
1,7,3,2,6,5,5,26,0
1,1,2,2,2,2,1,2,0
3,6,7,4,6,5,6,0,0
2,7,4,2,7,6,5,26,0
5,6,18,4,4,3,5,39,0
2,3,1,2,5,4,4,12,0
1,1,1,2,13,12,8,45,0
1,2,1,2,9,9,7,0,0
1,7,3,2,6,5,5,26,0
2,3,8,2,7,6,6,33,0
5,3,1,2,5,4,5,11,0
6,4,3,3,3,2,3,34,0
3,4,17,2,3,2,1,2,0
2,3,2,2,3,3,4,4,0
4,4,7,3,4,3,4,15,0
3,5,10,2,5,4,5,18,0
1,2,1,2,0,0,2,0,0
1,1,3,5,3,2,2,11,0
2,17,6,7,9,8,7,9,0
8,12,23,9,9,8,10,129,0
6,9,10,4,8,7,9,43,0
4,7,4,2,7,6,3,4,0
2,0,1,2,3,2,2,0,0
1,1,3,2,1,1,0,0,0
3,5,13,5,5,4,7,23,0
5,9,2,5,8,7,4,15,0
5,6,1,2,4,3,5,31,0
3,6,8,2,2,2,3,4,0
1,3,1,2,6,5,5,47,0
3,5,1,2,5,4,3,2,0
4,11,4,2,9,8,4,12,0
1,0,1,2,1,1,0,0,0
1,3,3,2,4,3,5,2,0
1,2,1,2,13,12,8,40,0
2,5,6,3,7,6,5,27,0
2,2,1,2,13,12,8,40,0
1,0,1,3,1,1,1,0,0
2,3,1,2,1,1,2,0,0
1,4,1,2,9,8,10,36,0
1,7,3,2,6,5,5,26,0
3,8,3,4,6,5,7,37,0
1,5,5,5,5,4,2,0,0
8,6,5,3,6,5,5,109,0
4,3,1,2,2,2,1,0,0
2,4,3,2,4,3,2,11,0
3,2,16,2,3,2,3,23,0
9,10,20,2,7,6,2,45,0
6,9,8,2,11,10,11,64,0
8,31,37,14,10,9,10,13,0
1,1,7,2,1,1,2,10,0
1,1,1,2,2,1,3,45,0
1,3,2,2,3,2,4,6,0
3,5,4,2,6,5,2,21,0
2,2,1,2,4,3,4,6,0
1,4,3,4,3,2,4,8,0
1,1,1,2,13,12,8,44,0
1,1,1,2,1,0,1,0,0
1,4,3,4,4,3,2,13,0
2,4,4,5,5,4,5,14,0
2,0,10,2,1,1,2,2,0
3,5,1,2,8,7,7,9,0
4,4,15,4,4,4,5,14,0
6,9,1,2,8,7,7,10,0
1,0,1,3,0,0,2,4,0
3,3,2,2,1,1,0,9,0
3,5,21,2,7,6,6,25,0
1,1,2,3,3,2,3,4,0
4,11,8,4,7,6,7,3,0
2,4,3,2,2,1,3,3,0
4,6,1,2,9,9,7,0,0
5,8,11,2,6,5,4,6,0
3,5,12,2,5,4,5,16,0
4,3,5,4,3,2,2,9,0
6,6,5,3,6,5,7,13,0
2,3,8,3,7,6,6,27,0
1,1,5,0,1,1,1,2,0
1,0,2,0,1,0,0,2,0
3,7,2,2,8,7,5,24,0
2,4,3,3,2,2,2,0,0
3,1,1,2,1,1,0,0,0
5,7,1,2,5,4,7,25,0
4,3,5,2,7,6,5,13,0
1,2,1,2,4,3,4,15,0
2,1,1,2,3,2,3,11,0
2,1,4,4,1,1,1,4,0
2,1,2,3,0,0,2,2,0
2,2,3,2,5,4,6,15,0
1,1,1,2,1,1,0,2,0
2,3,1,2,3,3,4,6,0
2,1,2,2,5,4,6,22,0
2,6,5,3,4,3,2,19,0
2,5,7,2,8,7,7,6,0
4,3,5,2,1,1,1,3,0
7,9,5,5,4,3,3,33,0
1,0,1,2,0,0,1,0,0
1,2,3,0,3,3,2,2,0
6,9,24,2,5,4,6,2,0
1,1,2,2,1,1,0,0,0
2,3,2,2,3,3,2,0,0
1,7,2,6,5,4,3,6,0
1,1,1,2,0,0,1,0,0
4,6,1,2,10,9,8,45,0
4,5,3,2,3,3,2,3,0
6,7,5,2,10,9,7,40,0
6,8,14,3,5,5,2,2,0
4,8,3,2,8,7,8,44,0
1,2,6,2,1,1,3,4,0
3,2,1,2,3,3,0,0,0
1,0,4,0,2,1,1,4,0
2,1,22,5,3,2,5,51,0
1,2,2,2,3,3,3,2,0
1,1,4,2,2,2,1,2,0
1,2,1,2,1,1,0,2,0
4,4,4,2,6,5,4,14,0
3,5,11,5,4,4,10,39,0
2,7,19,4,5,4,4,7,0
5,7,1,2,3,3,2,3,0
3,2,7,2,1,1,3,0,0
2,3,1,2,5,4,3,16,0
7,12,54,3,7,6,6,41,0
1,1,1,2,1,1,2,0,0
9,14,6,2,11,10,9,58,0
1,2,1,2,4,3,3,6,0
8,15,2,2,8,8,5,0,0
1,3,22,5,3,2,6,35,0
4,2,3,2,8,7,7,14,0
1,1,1,2,1,1,0,2,0
2,4,6,2,6,5,7,8,0
0,12,1,2,7,6,6,12,0
2,1,2,2,3,3,2,3,0
6,6,4,7,6,5,6,42,0
2,3,4,2,7,6,6,7,0
2,4,1,2,3,2,2,11,0
3,3,1,2,4,3,4,23,0
1,3,9,2,6,5,6,19,0
6,9,24,2,6,5,6,2,0
3,4,2,2,10,9,7,22,0
3,6,15,2,3,3,6,6,0
3,20,1,2,4,3,7,22,0
2,2,5,2,4,3,4,30,0
1,0,2,2,0,0,1,2,0
1,0,0,2,0,0,0,2,0
5,6,3,2,4,3,3,11,0
2,7,11,4,8,7,4,0,0
5,20,11,7,6,5,4,0,0
1,1,1,2,1,1,0,2,0
1,1,6,2,1,1,0,7,0
2,7,1,4,7,6,11,4,0
2,3,4,2,7,6,7,11,0
1,0,1,2,1,0,0,2,0
6,13,2,2,9,8,10,78,0
2,6,24,6,9,8,11,84,0
1,3,2,2,5,4,3,11,0
4,5,6,2,3,2,2,10,0
7,7,10,2,5,4,6,18,0
3,8,26,6,7,6,4,6,0
1,1,2,4,1,1,1,4,0
5,6,3,2,9,8,7,26,0
2,4,5,2,10,9,6,9,0
4,3,6,2,3,2,3,11,0
5,7,6,2,5,4,4,38,0
1,5,3,2,7,6,6,32,0
6,9,24,2,6,5,6,2,0
1,3,1,2,4,3,3,6,0
7,9,5,5,5,4,6,44,0
6,9,7,6,12,11,9,25,0
6,9,22,2,4,3,5,2,0
3,4,3,2,4,4,1,0,0
6,10,16,4,7,6,9,56,0
5,8,5,2,11,10,7,43,0
3,2,3,3,3,2,2,15,0
2,5,1,2,7,6,6,21,0
2,3,1,2,3,2,2,40,0
1,4,17,4,4,3,3,4,0
1,1,1,2,3,2,2,10,0
5,9,3,2,10,9,8,48,0
5,9,3,2,10,9,8,52,0
2,4,4,2,3,2,5,18,0
2,7,4,2,7,6,5,26,0
4,3,14,2,3,3,1,15,0
2,1,3,0,3,2,2,11,0
7,15,95,9,8,7,8,56,0
2,6,3,2,8,7,6,13,0
2,6,1,2,5,4,5,13,0
2,3,2,2,3,3,2,0,0
7,8,18,2,7,6,8,48,0
2,3,5,4,6,5,4,35,0
3,2,5,2,3,3,2,24,0
2,1,8,3,1,1,3,0,0
1,6,4,5,8,7,4,24,0
5,2,1,5,3,2,2,0,0
2,0,1,2,0,0,1,0,0
3,3,5,2,5,4,6,25,0
2,1,1,2,3,2,3,17,0
4,9,11,1,8,7,6,25,0
3,3,5,5,3,2,4,52,0
4,4,12,4,2,2,2,21,0
3,14,2,6,13,12,10,15,0
2,2,1,2,9,8,7,0,0
2,6,5,8,5,4,4,31,0
3,5,1,2,5,4,3,6,0
4,5,13,2,2,1,4,20,0
4,5,1,2,7,6,7,9,0
5,7,1,2,5,4,7,25,0
1,1,2,2,1,1,1,2,0
4,7,4,2,10,9,6,21,0
1,1,2,2,4,3,2,9,0
8,28,36,7,17,16,9,9,0
1,2,1,2,3,2,3,6,0
9,12,6,6,11,10,5,68,0
1,3,2,2,4,3,3,8,0
1,1,1,2,3,2,3,11,0
2,7,4,2,7,6,5,26,0
1,1,3,2,6,5,6,22,0
6,10,32,5,8,7,7,55,0
6,8,7,2,9,8,8,18,0
1,2,1,2,3,2,3,6,0
10,14,5,2,6,5,5,5,0
2,2,3,2,3,2,3,6,0
1,1,1,0,1,1,1,0,0
6,4,13,2,2,2,2,4,0
1,0,3,2,0,0,0,0,0
5,7,1,2,5,4,7,25,0
1,1,1,5,2,2,3,0,0
5,8,14,2,8,7,8,40,0
5,7,8,3,13,12,14,151,0
5,9,3,2,10,9,8,48,0
1,0,0,0,0,0,1,2,0
5,3,4,2,3,2,2,11,0
2,4,1,4,5,4,7,10,0
3,2,3,2,3,2,2,11,0
1,1,3,2,3,2,3,11,0
2,7,5,2,10,9,8,31,0
1,0,1,0,0,0,0,0,0
4,2,2,2,2,2,3,0,0
3,2,24,2,2,2,1,10,0
1,1,1,2,1,1,0,2,0
1,1,1,2,10,9,8,43,0
1,2,2,2,3,2,3,10,0
2,4,1,2,7,6,4,8,0
1,0,2,2,0,0,0,2,0
2,3,11,3,5,4,4,10,0
1,2,2,2,5,5,4,8,0
4,8,13,5,6,5,2,13,0
8,9,5,6,7,6,4,15,0
2,6,5,8,5,4,4,29,0
4,4,1,4,2,1,3,4,0
2,3,3,7,7,6,11,37,0
1,1,1,2,1,1,1,2,0
4,3,3,3,4,3,3,27,0
1,3,1,2,3,2,4,6,0
6,3,3,2,3,2,2,13,0
4,2,4,2,5,4,5,33,0
1,5,2,5,4,4,3,45,0
2,8,2,2,6,5,5,25,0
2,6,5,2,8,7,4,17,0
4,4,1,3,4,3,4,20,0
2,3,2,2,2,2,3,2,0
5,5,15,2,6,5,4,18,0
3,4,5,3,6,5,5,14,0
2,1,2,2,0,0,1,0,0
1,1,6,2,1,1,0,7,0
1,0,1,2,0,0,1,0,0
3,2,2,5,3,2,4,9,0
1,1,1,2,1,1,2,3,0
4,3,1,2,4,3,2,3,0
2,0,2,3,1,1,2,0,0
2,5,1,2,7,6,5,31,0
2,2,6,3,3,2,3,2,0
1,2,1,2,3,2,3,6,0
2,0,1,2,0,0,1,0,0
5,7,1,2,5,4,7,19,0
1,1,1,2,2,1,0,2,0
5,11,4,7,8,7,6,41,0
2,1,3,2,3,2,4,13,0
1,2,1,2,5,4,4,28,0
5,1,1,2,1,1,0,0,0
1,3,3,2,3,2,2,0,0
4,3,18,2,2,1,2,0,0
2,0,1,2,1,1,1,0,0
1,0,6,2,4,3,3,11,0
3,4,1,2,4,3,2,13,0
1,0,0,3,0,0,0,2,0
2,9,23,23,6,5,4,4,0
6,10,32,5,8,7,7,55,0
9,15,11,3,10,9,10,17,0
4,4,1,2,2,2,2,35,0
4,4,1,4,7,6,5,39,0
2,1,5,2,1,1,4,0,0
2,0,1,2,1,1,0,0,0
3,7,8,2,8,7,3,4,0
2,4,6,2,7,6,8,30,0
2,5,1,2,12,11,6,17,0
7,12,4,2,12,11,11,70,0
4,3,6,2,4,3,1,6,0
2,2,1,4,3,2,2,11,0
1,2,1,4,6,5,4,9,0
3,3,5,5,3,2,4,52,0
1,0,1,2,0,0,1,0,0
1,4,5,2,5,4,2,11,0
3,4,8,3,10,9,9,9,0
3,5,2,2,7,6,8,22,0
2,4,4,2,11,10,7,19,0
5,7,1,2,5,4,7,25,0
4,5,1,2,1,0,3,16,0
1,1,6,2,3,2,1,7,0
1,3,1,2,4,3,5,6,0
1,1,1,2,1,1,4,32,0
1,6,19,6,7,6,4,19,0
4,3,1,2,3,2,2,11,0
3,2,21,2,3,2,2,11,0
3,6,1,2,8,7,6,10,0
5,8,1,2,7,6,7,8,0
7,11,8,2,8,7,8,46,0
3,5,1,2,5,4,3,6,0
8,18,30,7,13,12,8,250,0
1,1,1,2,2,2,3,4,0
7,9,5,5,5,4,6,44,0
1,0,2,2,0,0,1,0,0
2,4,10,5,6,5,2,12,0
2,1,0,0,3,3,1,2,0
3,6,7,4,6,5,6,0,0
4,3,5,2,3,2,2,11,0
1,0,0,1,0,0,0,0,0
5,7,1,2,5,4,7,25,0
1,0,1,2,0,0,0,0,0
10,17,37,7,13,12,11,127,0
2,2,2,2,3,2,4,11,0
2,4,3,2,4,3,5,17,0
2,4,5,2,10,9,6,52,0
2,4,6,2,10,9,7,26,0
4,3,2,2,0,0,0,0,0
2,2,6,2,3,2,3,10,0
8,14,1,2,8,8,7,0,0
2,9,23,23,6,5,4,4,0
1,1,8,2,1,1,1,4,0
2,2,2,3,5,4,6,27,0
8,12,7,2,9,8,10,52,0
1,2,2,2,3,2,4,15,0
2,2,2,2,3,3,3,7,0
7,41,72,19,14,13,18,17,0
8,14,1,2,9,9,7,0,0
1,1,2,2,1,1,0,4,0
2,7,3,5,5,4,8,79,0
2,3,1,2,1,1,2,2,0
5,7,5,2,3,3,2,38,0
3,3,1,2,3,2,4,7,0
1,0,2,2,0,0,0,0,0
4,4,1,2,3,3,5,14,0
1,1,4,3,0,0,1,0,0
3,4,1,2,4,3,3,11,0
2,3,2,2,2,2,2,0,0
5,6,1,2,6,5,4,6,0
3,4,3,4,5,4,4,0,0
1,0,3,0,0,0,0,0,0
1,3,2,2,4,3,2,2,0
2,1,2,2,1,1,1,0,0
1,1,2,2,4,3,2,11,0
2,1,1,2,1,0,1,2,0
1,2,1,2,7,7,7,0,0
1,6,1,2,8,7,10,35,0
3,6,10,4,6,5,6,2,0
2,1,3,2,7,6,7,29,0
4,3,3,2,4,3,1,12,0
1,1,1,2,1,1,0,2,0
6,8,7,2,9,8,8,18,0
1,5,19,6,9,8,9,46,0
2,4,5,2,10,9,7,19,0
1,3,1,2,4,3,2,21,0
2,3,4,2,3,2,3,0,0
3,6,5,2,7,6,5,13,0
1,4,2,2,12,11,10,15,0
1,1,1,2,1,1,1,0,0
2,0,1,2,0,0,0,0,0
2,3,1,4,2,2,1,2,0
3,4,8,3,10,9,9,9,0
1,2,2,3,3,2,2,21,0
1,2,1,2,1,1,0,2,0
1,2,2,2,3,2,2,0,0
1,1,23,2,0,0,3,0,0
1,3,6,4,4,3,5,20,0
3,6,3,3,12,11,8,2,0
1,2,8,2,3,3,4,28,0
6,18,5,3,13,12,11,14,0
1,0,1,2,0,0,0,0,0
2,1,1,2,2,1,2,2,0
4,2,2,2,4,3,2,11,0
1,4,2,2,4,3,2,12,0
5,9,13,6,11,10,9,25,0
6,7,6,2,4,3,6,26,0
5,12,5,9,11,10,8,14,0
1,2,1,2,13,12,8,46,0
6,10,32,5,8,7,7,55,0
1,6,12,6,10,9,11,69,0
1,1,3,4,1,1,3,4,0
5,3,2,2,4,3,4,60,0
1,1,1,2,4,3,2,11,0
3,5,12,2,7,6,9,35,0
3,6,10,4,7,6,11,77,0
2,1,2,2,1,1,1,0,0
2,2,2,2,3,2,4,11,0
3,7,4,2,6,5,4,17,0
1,3,4,2,4,3,3,11,0
1,3,1,2,0,0,0,0,0
7,12,21,15,9,8,4,48,0
3,6,3,4,5,4,4,0,0
1,1,1,2,0,0,2,0,0
4,3,2,2,4,3,4,27,0
2,4,1,2,2,2,2,0,0
7,11,6,3,10,9,10,67,0
6,9,1,2,6,5,3,4,0
3,1,15,3,5,4,5,15,0
3,6,18,2,6,6,3,4,0
7,8,6,3,6,5,7,41,0
1,3,2,2,2,2,4,3,0
1,2,3,2,3,2,2,19,0
2,10,6,9,5,4,6,4,0
1,7,18,4,11,10,8,50,0
5,11,8,5,9,8,6,30,0
1,0,1,2,1,1,0,0,0
4,5,4,5,8,7,7,63,0
5,14,5,2,10,9,11,31,0
2,5,2,5,12,11,7,46,0
5,10,10,4,9,8,10,41,0
3,4,3,2,6,5,4,24,0
1,0,1,3,0,0,1,2,0
1,1,2,2,1,1,1,0,0
1,0,2,2,0,0,0,0,0
2,2,2,2,3,3,3,7,0
1,1,1,2,1,1,0,2,0
6,8,5,2,12,11,14,80,0
4,6,1,2,9,8,7,0,0
2,2,9,2,3,2,3,6,0
1,1,5,2,2,1,4,11,0
2,0,2,2,0,0,1,0,0
2,3,1,2,6,5,6,11,0
2,2,2,2,8,7,4,18,0
2,6,7,9,6,5,7,47,0
2,1,2,2,1,1,3,4,0
3,5,1,2,3,3,4,8,0
3,3,5,5,3,2,4,52,0
3,5,2,2,4,3,2,13,0
1,1,1,2,1,1,0,3,0
2,3,2,2,2,2,2,0,0
2,3,2,3,7,7,6,2,0
3,2,12,2,2,1,6,5,0
2,2,1,2,7,6,5,32,0
1,1,6,2,1,1,0,7,0
5,7,3,2,5,4,3,25,0
2,0,1,2,0,0,0,0,0
1,3,5,2,5,4,2,11,0
3,2,1,2,4,3,2,11,0
1,0,1,2,1,1,1,0,0
5,4,1,2,3,3,3,2,0
2,2,5,5,2,2,1,4,0
3,4,3,2,4,3,1,0,0
5,5,2,2,5,4,2,17,0
2,8,2,2,4,4,4,4,0
4,3,1,2,3,3,2,14,0
6,5,8,2,9,8,5,55,0
2,3,5,2,5,4,6,11,0
1,8,10,5,7,6,8,2,0
2,6,4,2,7,6,7,22,0
4,18,10,6,15,14,13,141,0
3,0,1,2,1,1,0,0,0
8,6,2,2,4,3,4,87,0
2,2,7,4,5,4,6,27,0
1,1,2,2,3,2,1,0,0
1,1,3,2,4,3,2,11,0
1,1,4,5,3,2,5,11,0
3,3,1,2,1,1,1,0,0
3,13,5,2,6,5,6,6,0
2,3,3,2,6,5,6,19,0
1,1,1,2,1,1,0,2,0
2,8,2,4,6,5,4,2,0
1,2,1,2,1,1,0,2,0
4,8,17,7,9,8,7,29,0
2,1,2,2,1,1,2,3,0
4,3,2,2,1,1,0,5,0
3,4,6,2,4,3,4,8,0
1,3,3,2,3,2,4,11,0
3,8,8,4,9,8,5,6,0
1,2,1,2,3,2,3,58,0
1,1,1,2,1,1,0,4,0
4,5,5,2,11,10,6,164,0
2,5,1,2,5,4,3,14,0
6,10,32,5,8,7,7,55,0
4,11,5,4,6,5,4,13,0
2,1,1,2,3,2,2,11,0
2,10,4,4,13,12,8,33,0
2,5,1,2,3,2,5,22,0
3,3,4,6,1,1,2,2,0
5,7,2,2,4,3,3,13,0
4,4,7,3,4,3,5,63,0
2,3,2,2,1,1,3,0,0
2,1,2,2,3,2,1,9,0
4,10,6,2,9,8,9,13,0
1,3,1,3,2,1,4,4,0
2,5,3,2,7,6,9,34,0
4,21,13,8,12,11,10,2,0
8,10,11,2,8,7,8,37,0
4,5,2,2,5,4,3,6,0
1,1,1,2,3,2,2,11,0
2,8,6,5,6,5,3,19,0
2,2,2,2,3,3,5,33,0
4,4,3,2,7,6,6,73,0
8,6,4,2,4,3,5,104,0
8,4,9,2,4,3,2,28,0
2,2,2,2,4,3,3,22,0
1,1,4,3,2,1,2,2,0
8,12,23,9,9,8,10,129,0
1,1,3,2,1,1,1,0,0
4,3,4,2,2,2,2,3,0
2,5,10,2,9,8,11,37,0
3,5,1,2,6,5,4,18,0
4,4,6,2,5,4,2,11,0
2,5,3,7,6,5,5,4,0
2,2,7,2,4,3,3,3,0
2,1,1,2,2,2,1,0,0
8,14,1,2,9,8,7,0,0
1,7,1,2,8,7,6,14,0
2,1,3,2,3,2,5,5,0
1,1,19,2,2,2,2,3,0
4,11,3,3,2,1,3,2,0
1,2,1,6,4,3,4,31,0
2,4,6,3,6,5,4,27,0
3,6,1,2,6,6,5,9,0
4,6,1,2,8,7,6,16,0
1,1,2,2,2,1,1,4,0
2,3,1,2,4,4,1,0,0
2,7,4,2,7,6,5,26,0
1,0,5,2,0,0,0,0,0
6,10,6,4,8,7,5,16,0
1,4,1,3,2,2,4,4,0
1,0,1,2,0,0,0,0,0
1,2,7,2,2,2,3,4,0
1,5,7,5,4,3,4,2,0
7,13,11,2,10,9,11,50,0
4,3,4,2,3,2,2,11,0
1,2,3,4,3,2,4,4,0
2,2,1,2,5,4,2,40,0
1,2,1,2,3,2,1,0,0
1,0,1,2,0,0,2,0,0
1,2,13,2,4,3,2,5,0
1,2,3,4,1,1,2,10,0
2,3,1,2,13,12,8,40,0
1,1,1,2,0,0,3,0,0
1,1,1,2,2,1,2,0,0
1,7,2,5,6,5,4,0,0
3,3,1,2,3,3,2,4,0
1,2,5,5,2,2,2,2,0
1,2,1,2,1,1,1,0,0
1,2,4,2,4,3,3,26,0
2,5,6,1,10,9,8,49,0
2,1,2,2,1,1,1,0,0
4,3,1,2,3,2,2,9,0
4,4,8,2,4,3,5,42,0
2,4,2,4,3,3,4,6,0
2,2,3,3,3,2,4,6,0
5,14,3,2,9,8,9,71,0
1,1,1,2,1,1,1,5,0
1,0,1,0,1,1,1,0,0
2,1,2,2,1,1,2,0,0
2,4,1,2,4,3,3,8,0
1,0,1,2,0,0,1,0,0
2,1,1,2,1,1,1,4,0
1,2,4,2,4,3,4,10,0
7,9,5,5,4,3,3,33,0
3,4,1,2,4,4,3,11,0
2,3,2,2,2,2,2,0,0
4,17,13,8,12,11,7,27,0
2,2,1,2,13,12,8,40,0
7,9,6,2,6,5,7,13,0
8,12,23,9,9,8,10,129,0
6,11,18,7,12,11,11,104,0
4,5,7,4,4,3,4,3,0
2,3,5,2,4,3,3,17,0
4,10,5,2,7,6,7,31,0
2,4,2,2,5,4,6,38,0
4,6,1,2,5,4,4,22,0
5,2,2,2,4,3,2,17,0
1,3,3,2,3,2,4,11,0
1,1,3,2,0,0,1,0,0
2,1,1,2,1,1,2,11,0
